QID,Labels,Frequency,Linked,Lemma,WN Description,Manual Review Section,Accept,Not an occupation,Notes,Correct Wikidata
http://www.wikidata.org/entity/Q1364673,"informant, informer, CI",70,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10225792-n,"rat, informer, squealer, betrayer, blabber",one who reveals confidential information to the police or other authority,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q499134,amanuensis,70,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10673454-n,"shorthand typist, stenographer, amanuensis",someone skilled in the transcription of speech (especially dictation),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q6805589,"media consultant, media advisor",70,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10325058-n,"media consultant, media guru",someone who advises about the use of communication media,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ942569,"systems analyst, computer systems analyst, systems analysts",69,https://en-word.net/id/oewn-10707224-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q369894,"aide-de-camp, ADC",68,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09789602-n,"adjutant, aide, aide-de-camp",an officer who acts as military assistant to a more senior officer,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1647775,"cryptanalyst, code breaker, codebreaker",67,https://en-word.net/id/oewn-10001070-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q13386767,"carabinier, Carabineer, Carbineer",67,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09913198-n,"carabineer, carabinier, carbineer",a soldier (historically a mounted soldier) who is armed with a carbine,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q323081,"polyglot, multilingual",66,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10283916-n,"polyglot, linguist",a person who speaks more than one language,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q193432,"fan, fanatic, enthusiast",66,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10097911-n,"fancier, enthusiast",a person having a strong liking for something,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q3354501,"optometrist, Optometrist",66,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10400004-n,"oculist, optometrist",a person skilled in testing for defects of vision in order to prescribe corrective glasses,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q897359,day labourer,64,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10013938-n,"day laborer, day labourer",a laborer who works by the day; for daily wages,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1146843,"anchorite, hermit",64,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10538719-n,"hermit, anchorite",one retired from society for religious reasons,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q82723,"geisha, geiko, geigi",64,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10142395-n,"geisha, geisha girl",a Japanese woman trained to entertain men with conversation and singing and dancing,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q7330070,"foreign minister, Minister of Foreign Affairs, minister of foreign relations",63,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10123563-n,"secretary of state, foreign minister",a government minister for foreign relations,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q327353,"system administrator, sysadmin, System Administrator",63,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10707012-n,system administrator,a person in charge of managing and maintaining a computer system or telecommunication system (as for a business or institution),manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2747456,prince,63,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10492384-n,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q14009165,"trapper, animal trapper, fur trapper",62,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10745885-n,trapper,someone who sets traps for animals (usually to obtain their furs),manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q697405,"shaman, Shamanism, Medicine-man",62,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10645556-n,"shaman, priest-doctor",in societies practicing shamanism: one acting as a medium between the visible and spirit worlds; practices sorcery for healing or divination,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q11885948,"osteopath, osteopathic physician",62,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10405265-n,"osteopath, osteopathist",a therapist who manipulates the skeleton and muscles,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q7256360,psycholinguist,62,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10508241-n,psycholinguist,a person (usually a psychologist but sometimes a linguist) who studies the psychological basis of human language,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q664702,"bookmaker, bookie, turf accountant",62,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09885628-n,"bookie, bookmaker",a gambler who accepts and pays off bets (especially on horse races),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q259327,lifeguard,61,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10280497-n,"lifesaver, lifeguard",an attendant employed at a beach or pool to protect swimmers from accidents,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q5793597,"knife maker, cutler, knifesmith",61,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10004737-n,cutler,a dealer in cutlery,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q253567,apprentice,60,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09821287-n,"prentice, apprentice, learner",works for an expert to learn a trade,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1104185,coaching,60,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00271644-n,"coaching, coaching job",the job of a professional coach,manual_review_babel.csv,FALSE,TRUE,Not an occupation ,https://www.wikidata.org/wiki/Q41583
http://www.wikidata.org/entity/Q14290559,guide,60,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10582177-n,"guide, scout, pathfinder",someone who can find paths through unexplored territory,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2859165,"aquanaut, Saturation Diver",59,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09820794-n,"oceanaut, aquanaut",a skilled worker who can live in underwater installations and participate in scientific research,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2859165,"aquanaut, Saturation Diver",59,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10626699-n,"skin-diver, aquanaut",an underwater swimmer equipped with a face mask and foot fins and either a snorkel or an air cylinder,manual_review_gf.csv,FALSE,FALSE,Maybe secondary,
http://www.wikidata.org/entity/Q625369,"mistress, courtesan, lover",59,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10343410-n,"fancy woman, kept woman, mistress",an adulterous woman; a woman who has an ongoing extramarital sexual relationship with a man,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2930613,conscientious objector,59,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09976492-n,"CO, conscientious objector",one who refuses to serve in the armed forces on grounds of conscience,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1766113,"lighthouse keeper, light keeper, lighthouse keepers",59,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10281790-n,lighthouse keeper,the keeper of a lighthouse,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q11679511,"pimp, pander",59,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10453501-n,"pandar, pander, panderer, pimp, ponce, procurer, fancy man",someone who procures customers for whores (in England they call a pimp a ponce),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q177529,"burgomaster, burgermeister, burgmeister",59,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09900347-n,burgomaster,a mayor of a municipality in Germany or Holland or Flanders or Austria,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q542704,pilgrim,58,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10452205-n,pilgrim,someone who journeys in foreign lands,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q542704,pilgrim,58,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10452296-n,pilgrim,someone who journeys to a sacred place as an act of religious devotion,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q236979,"shipbroker, shipping agent, broker maritime",58,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10609860-n,shipping agent,the agent of a shipowner,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1714329,"Justiciar, Chief Justiciar",58,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10248262-n,"justiciar, justiciary",formerly a high judicial officer,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q6147194,dyer,57,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10060312-n,dyer,someone whose job is to dye cloth,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q322898,"zookeeper, animal keeper, zoo keeper",57,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10825717-n,zoo keeper,the chief person responsible for a zoological garden,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4618975,"Doctor, Dr., Dr",57,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10041617-n,"doctor, Dr.",a person who holds Ph.D. degree (or the equivalent) from an academic institution; she is a doctor of philosophy in physics,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q43292,sultan,56,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10693754-n,"grand Turk, sultan",the ruler of a Muslim country (especially of the former Ottoman Empire),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2963953,"chiropractor, Doctor of Chiropractic",56,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09938658-n,chiropractor,a therapist who practices chiropractic,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q215548,"jester, fool, joker",55,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10240982-n,"jester, fool, motley fool",a professional clown employed to entertain a king or nobleman in the Middle Ages,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q865851,"supermodel, top model",55,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10695758-n,supermodel,a fashion model who has attained the status of a celebrity,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1454940,"military volunteer, volunteer soldier, war volunteer",55,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10778999-n,"voluntary, volunteer, military volunteer",(military) a person who freely enlists for service,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q694579,"farrier, horseshoer, Farriers",55,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10099457-n,"horseshoer, farrier",a person who shoes horses,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2962020,"station master, stationmaster",55,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10672276-n,"station agent, stationmaster",the person in charge of a railway station,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1785507,equerry,54,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10082401-n,equerry,an official charged with the care of the horses of princes or nobles,manual_review_yovisto.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1261521,"switchboard operator, telephone operator, telephonist",54,https://en-word.net/id/oewn-10717560-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1221610,"coachman, carriage driver, coach driver",54,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09951794-n,coachman,a man who drives a coach (or carriage),manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q215144,bard,54,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09858410-n,bard,a lyric poet,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q552378,roofer,54,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10557829-n,roofer,a craftsman who lays or repairs roofs,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q599898,"cacique, Kasik",53,https://en-word.net/id/oewn-https://en-word.net/id/oewn-01576268-n,"cacique, cazique",black-and-red or black-and-yellow orioles of the American tropics,manual_review_yovisto.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q638172,"peddler, pedlar, canvasser",53,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10431296-n,"hawker, packman, peddler, pedlar, pitchman",someone who travels about selling his wares (as on the streets or at carnivals),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q686880,stamp dealer,52,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10666798-n,stamp dealer,a dealer in stamps (whose customers are stamp collectors),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q175240,"vizier, wazir, vizir",52,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10778113-n,vizier,a high official in a Muslim government (especially in the Ottoman Empire),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q13968,"probation officer, parole officer",52,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10497424-n,probation officer,the officer of the court who supervises probationers,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1391362,"warehouseman, storeman",52,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10787187-n,"warehouseman, warehouser",a workman who manages or works in a warehouse,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q42759,"mujahid, mujahideen, mujahids",51,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10357502-n,mujahid,a Muslim engaged in what he considers to be a jihad,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q42759,"mujahid, mujahideen, mujahids",51,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08223584-n,"mujahadeen, mujahadein, mujahadin, mujahedeen, mujahedin, mujahideen, mujahidin",a military force of Muslim guerilla warriors engaged in a jihad; some call the mujahidin international warriors but others just call them terrorists,manual_review_multi.csv,FALSE,FALSE,Secondary,
http://www.wikidata.org/entity/Q1760141,cleaner,51,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09946547-n,cleaner,someone whose occupation is cleaning,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4989857,"emigrant, emigre, émigré",51,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10071783-n,"outgoer, emigrant, emigre, emigree",someone who leaves one country to settle in another,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1126281,"prompter, prompt",49,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10501999-n,"prompter, theater prompter",someone who assists a performer by providing the next words of a forgotten speech,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q7519600,ordination,48,https://en-word.net/id/oewn-https://en-word.net/id/oewn-14455593-n,ordination,the status of being ordained to a sacred office,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q7519600,ordination,48,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00166119-n,"ordinance, ordination",the act of ordaining; the act of conferring (or receiving) holy orders; the rabbi's family was present for his ordination,manual_review_multi.csv,TRUE,TRUE,Not an occupation,https://www.wikidata.org/wiki/Q177826
http://www.wikidata.org/entity/Q776268,"arborist, arboriculturist, tree worker",48,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10747470-n,"tree surgeon, arborist",a specialist in treating damaged trees,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ16148831,estate agent,48,https://en-word.net/id/oewn-10529403-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4358176,"council, kurul",48,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08327879-n,council,a body serving in an administrative capacity; student council,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q181888,"khan, qan, khan (title)",47,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10249767-n,khan,a title given to rulers or other important people in Asian countries,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ1191329,piano tuner,47,https://en-word.net/id/oewn-10752774-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q302691,"military attaché, military attache",47,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10336018-n,military attache,an attache who is a specialist in military matters,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1758037,"speaker, speaker of the parliament, speaker of the house",47,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10650671-n,Speaker,the presiding officer of a deliberative assembly; the leader of the majority party is the Speaker of the House of Representatives,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1068933,"managing editor, editorial director",47,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10309195-n,managing editor,the editor in charge of all editorial activities of a newspaper or magazine,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q11774490,"broker-dealer, Broker, stock broker",47,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09895618-n,broker-dealer,a financial specialist who trades for his own account and so acts both as a broker and principal,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q39018,"emperor, empress, imperator",46,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10072812-n,emperor,the male ruler of an empire,manual_review_babel.csv,FALSE,FALSE,Narrower,
http://www.wikidata.org/entity/Q39018,"emperor, empress, imperator",46,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10073247-n,empress,a woman emperor or the wife of an emperor,manual_review_gf.csv,FALSE,FALSE,Narrower,
http://www.wikidata.org/entity/Q2486919,"standard-bearer, bannerman, color-bearer",46,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09957730-n,"standard-bearer, color bearer",the soldier who carries the standard of the unit in military parades or in battle,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1498177,"prison chaplain, prison priest",46,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09928227-n,prison chaplain,a chaplain in a prison,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q94084,"visiting scholar, visiting researcher, visiting fellow",46,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10776718-n,visiting professor,a professor visiting another college or university to teach for a limited time,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q619553,"apologist, Christian apologist, Christian apologists",45,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09817975-n,"justifier, apologist, vindicator",a person who argues to defend or justify some policy or institution; an apologist for capital punishment,manual_review_gf.csv,FALSE,FALSE,Broader,
http://www.wikidata.org/entityQ472898,"wet nurse, milk mother, milkmother",45,https://en-word.net/id/oewn-10794538-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1126160,"connoisseur, Connoisseur",44,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09975866-n,"cognoscente, connoisseur",an expert able to appreciate a field; especially in the fine arts,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q10540773,juggler,44,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10246083-n,juggler,a performer who juggles objects and performs tricks of manual dexterity,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q7614320,"finance minister, minister of finance, secretary of the treasury",43,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10109661-n,"finance minister, minister of finance",the minister responsible for state finances,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2101433,"armourer, armorer, armor maker",43,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09828217-n,"armorer, armourer, artificer",an enlisted man responsible for the upkeep of small arms and machine guns etc.,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2294052,"radiographer, diagnostic radiographer, radiologic technician",43,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10523558-n,radiographer,a person who makes radiographs,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q547457,"curandero, curandera, curanderist",43,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10002974-n,curandero,a Mexican man who practices healing techniques inherited from the Mayans,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q877558,"consignor, sender, shipper",42,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09978048-n,"consigner, consignor",the person who delivers over or commits merchandise,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q863048,"princess, princess regnant, princess consort",42,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10493649-n,princess,a female member of a royal family other than the queen (especially the daughter of a sovereign),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q6116659,priestess,42,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10491155-n,priestess,a woman priest,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q696819,"herald, herald of arms, officer-at-arms",42,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10190891-n,"herald, trumpeter",(formal) a person who announces important news; the chieftain had a herald who announced his arrival with a trumpet,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ620413,"paralegal, Legal assistants, Paralegal (Portugal)",42,https://en-word.net/id/oewn-10417585-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q3528729,"timpanist, timpani player",42,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10754620-n,"timpanist, tympanist",a person who plays the kettledrums,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2655853,special agent,42,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10651127-n,special agent,someone whose authority is limited to the special undertaking they have been instructed to perform,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2366336,"seigneur, Lord, Herr",41,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10193442-n,Herr,a German man; used before the name as a title equivalent to Mr in English,manual_review_gf.csv,FALSE,FALSE,Wrong,
http://www.wikidata.org/entityQ1734300,coachbuilder,41,https://en-word.net/id/oewn-09951685-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q570755,dispatcher,41,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10037147-n,dispatcher,employee of a transportation company who controls the departures of vehicles according to weather conditions and in the interest of efficient service,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q185166,"sheikh, Sheik, Shaikh",41,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10607765-n,"sheik, sheikh, tribal sheik, tribal sheikh, Arab chief",the leader of an Arab village or family,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q550594,"fishmonger, fishwife, fish trader",40,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10113587-n,"fishmonger, fishwife",someone who sells fish,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q239718,"muezzin, Mu'azzin, muazzin",40,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10356443-n,"muadhdhin, muazzin, muezzin",the Muslim official of a mosque who summons the faithful to prayer from a minaret five times a day,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q165503,"baron, baroness",40,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09859908-n,baron,a nobleman (in various countries) of varying rank,manual_review_babel.csv,FALSE,FALSE,Narrower ,
http://www.wikidata.org/entity/Q165503,"baron, baroness",40,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09862697-n,baroness,a noblewoman who holds the rank of baron or who is the wife or widow of a baron,manual_review_gf.csv,FALSE,FALSE,Narrower,
http://www.wikidata.org/entity/Q19100,"captain, Cpt., Capt.",40,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09912643-n,captain,an officer holding a rank below a major but above a lieutenant,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2114175,provost,40,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10506053-n,provost,a high-ranking university administrator,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q994779,"delegate, political representative",40,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10020380-n,delegate,a person appointed or elected to represent others,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q10726370,"state's attorney, state attorney",40,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10669401-n,"state attorney, state's attorney",a prosecuting attorney for a state,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q3090865,"tightrope walker, funambulist",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10135603-n,"tightrope walker, funambulist",an acrobat who performs on a tightrope or slack rope,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q9402,"ninja, shinobi, 🥷",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08405825-n,ninja,a class of 14th century Japanese who were trained in martial arts and were hired for espionage and assassinations,manual_review_gf.csv,FALSE,FALSE,Merge,
http://www.wikidata.org/entity/Q9402,"ninja, shinobi, 🥷",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10378588-n,ninja,a member of the ninja who were trained in martial arts and hired for espionage or sabotage or assassinations; a person skilled in ninjutsu,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2467532,"exorcist, deliverance minister",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10091842-n,"exorciser, exorcist",someone who practices exorcism,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1528905,"newsagent, newsagency, newsstand",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03828196-n,newsstand,a stall where newspapers and other periodicals are sold,manual_review_gf.csv,TRUE,TRUE,Not an occupation,
http://www.wikidata.org/entity/Q553079,"caregiver, carer, sitter",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09848551-n,"sitter, baby-sitter, babysitter",a person engaged to care for children when the parents are not home,manual_review_gf.csv,FALSE,FALSE,Wrong,
http://www.wikidata.org/entity/Q553079,"caregiver, carer, sitter",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09915013-n,caregiver,a person who is responsible for attending to the needs of a child or dependent adult,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q553079,"caregiver, carer, sitter",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10184702-n,"PCP, health care provider, health professional, primary care provider, caregiver",a person who helps in identifying or preventing or treating illness or disability,manual_review_gf.csv,FALSE,FALSE,Wrong,
http://www.wikidata.org/entity/Q1324245,"sapper, combat engineer, military engineer",39,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10571133-n,sapper,a military engineer who does sapping (digging trenches or undermining fortifications),manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1415369,"projectionist, motion picture projectionist",38,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10501146-n,projectionist,the person who operates the projector in a movie house,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1383594,"executive officer, first officer",38,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10089676-n,executive officer,the officer second in command,manual_review_multi.csv,TRUE,FALSE,,
