QID,Labels,Frequency,Linked,Lemma,WN Description,Manual Review Section,Accept,Not an occupation,Notes,Correct Wikidata
http://www.wikidata.org/entity/Q7160407,"Peer of the realm, peer",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10432655-n,peer,a nobleman (duke or marquis or earl or viscount or baron) who is a member of the British peerage,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q735,art,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00935235-n,"art, artistic creation, artistic production",the creation of beautiful or significant things; art does not need to be innovative to be good; I was never any good at art; he said that architecture is the art of wasting space beautifully,manual_review_multi.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q483501
http://www.wikidata.org/entity/Q33526,"stucco, render",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-15086624-n,stucco,a plaster now made mostly from Portland cement and sand and lime; applied while soft to cover exterior walls or surfaces,manual_review_multi.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q18435135
http://www.wikidata.org/entity/Q11424,"film, movie, motion picture",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06626039-n,"pic, picture, film, picture show, flick, motion picture, motion-picture show, movie, moving picture, moving-picture show",a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement; they went to a movie every Saturday night; the film was shot on location,manual_review_babel.csv,TRUE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q873750,"pickpocketing, pickpocket",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10451671-n,"dip, pickpocket, cutpurse",a thief who steals from the pockets or purses of others in public places,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q307732,"knacker, Knackered, Knackers",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10257726-n,knacker,someone who buys up old horses for slaughter,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q131132,"Benedictines, Ordo Sancti Benedicti, O.S.B.",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08165608-n,"Benedictine order, order of Saint Benedict",a Roman Catholic monastic order founded in the 6th century; noted for liturgical worship and for scholarly activities,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q379693,"deportation, expulsion",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00208155-n,deportation,the expulsion from a country of an undesirable alien,manual_review_babel.csv,FALSE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q379693,"deportation, expulsion",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00208610-n,"transportation, deportation, exile, expatriation",the act of expelling a person from their native land; men in exile dream of hope; his deportation to a penal colony; the expatriation of wealthy farmers; the sentence was one of transportation for life,manual_review_gf.csv,FALSE,FALSE,merge,
http://www.wikidata.org/entity/Q1187287,"signaleer, signaller, signalman",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10616307-n,"signaler, signaller",someone who communicates by signals,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q31207,"health care, health-care, healthcare",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-01061824-n,"health care, healthcare",the preservation of mental and physical health by preventing or treating illness through services offered by the health profession,manual_review_babel.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q11974939
http://www.wikidata.org/entity/Q31207,"health care, health-care, healthcare",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-01090781-n,health care,social insurance for the ill and injured,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q2154210,"househusband, stay-at-home dad, SAHD",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10208195-n,"house husband, househusband",a husband who keeps house while his wife earns the family income,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1344569,prankster,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10483280-n,"hoaxer, tricker, trickster, practical joker, prankster, cut-up",someone who plays practical jokes on others,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q12271,architecture,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06132970-n,architecture,the discipline dealing with the principles of design and construction and ornamentation of fine buildings; architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use,manual_review_babel.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q42973
http://www.wikidata.org/entity/Q12271,architecture,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-02737730-n,architecture,an architectural product or work,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q2923662,stretcher bearer,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10682988-n,"stretcher-bearer, litter-bearer",one who helps carry a stretcher,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q316498,cadet,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09905992-n,"plebe, cadet",a military trainee (as at a military academy),manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1420140,"software maintainer, maintainer, package maintainer",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10759876-n,"sustainer, upholder, maintainer",someone who upholds or maintains; firm upholders of tradition; they are sustainers of the idea of democracy,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1780133,commando,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08421330-n,commando,an amphibious military unit trained for raids into enemy territory,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1780133,commando,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09961754-n,"ranger, commando",a member of a military unit trained as shock troops for hit-and-run raids,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q49640,"cabin boy, ship's boy",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09905221-n,cabin boy,a young man acting as a servant on a ship,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q58967,"Israel Defense Forces, Tzva Hahagana Le Yisra'el, Tzahel",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08362540-n,"IDF, Israeli Defense Force",the ground and air and naval forces of Israel,manual_review_multi.csv,TRUE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q8037570,"wrangler, horseman, horsewoman",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10205835-n,"horse wrangler, wrangler",a cowboy who takes care of the saddle horses,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q8037570,"wrangler, horseman, horsewoman",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10205762-n,horsewoman,a woman horseman,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q40831,"comedy, humor",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-07028624-n,comedy,light and humorous drama with a happy ending,manual_review_babel.csv,TRUE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q849545,Malik,6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10305979-n,malik,the leader of a town or community in some parts of Asia Minor and the Indian subcontinent; maliks rule the hinterland of Afghanistan under the protection of warlords,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q729340,"charcoal burner, Charcoal burners",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09929118-n,charcoal burner,a worker whose job is to make charcoal,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q729340,"charcoal burner, Charcoal burners",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03011684-n,charcoal burner,a stove that burns charcoal as fuel,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q184299,"shah, Shah of Persia, Shāh",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10604948-n,"Shah, Shah of Iran",title for the former hereditary monarch of Iran,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q615057,"anaesthesiology, anaesthesia, anaesthetics",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06055914-n,anesthesiology,the branch of medical science that studies and applies anesthetics,manual_review_multi.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q28837
http://www.wikidata.org/entity/Q349,"sport, sports",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00524569-n,"sport, athletics",an active diversion requiring physical exertion and competition,manual_review_multi.csv,TRUE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q158668,"private, PVT",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10496052-n,"buck private, private, common soldier",an enlisted man of the lowest rank in the Army or Marines; our prisoner was just a private and knew nothing of value,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4683600,"legal administrator, administratrix, administrator",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09790166-n,administrator,the party appointed by a probate court to distribute the estate of someone who dies without a will or without naming an executor,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1455706,"signalman, signaller, network controller",6,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10616499-n,signalman,a railroad employee in charge of signals and point in a railroad yard,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q854905,"Monsignor, Mons, Msgr",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10349502-n,Monsignor,(Roman Catholic Church) an ecclesiastical title of honor bestowed on some priests,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q508230,"castaway, castaways",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09918890-n,"shipwreck survivor, castaway",a shipwrecked person,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1965933,"tramp, clochard, beggar",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10742949-n,"tramp, bum, hobo",a vagrant; a homeless tramp; he tried to help the really down-and-out bums,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1064569,"caddie, golf caddy, golf caddie",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09905855-n,"golf caddie, caddie",an attendant who carries the golf clubs for a player,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q5663900,"mayor of a place in Spain, mayor of a city in Spain, alcaldesa",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09801245-n,alcalde,a mayor or chief magistrate of a Spanish town,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q34178,theology,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06193615-n,"theology, theological system",a particular system or school of religious beliefs and teachings; Jewish theology; Roman Catholic theology,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q34178,theology,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06191860-n,"divinity, theology",the rational and systematic study of religion and its influences and of the nature of religious truth,manual_review_gf.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q1234713
http://www.wikidata.org/entity/Q5891,philosophy,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-05953535-n,philosophy,any personal belief about how to live or how to deal with a situation; self-indulgence was his only philosophy; my father's philosophy of child-rearing was to let mother do it,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q5891,philosophy,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06168062-n,philosophy,the rational investigation of questions about existence and knowledge and ethics,manual_review_multi.csv,FALSE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q4964182
http://www.wikidata.org/entity/Q654776,"sādhu, Sadu, Indic ascetic",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10565239-n,"saddhu, sadhu",(Hinduism) an ascetic holy man,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q180856,"choreography, choreographing",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06829303-n,choreography,a notation used by choreographers,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q180856,"choreography, choreographing",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-07033877-n,choreography,the representation of dancing by symbols as music is represented by notes,manual_review_gf.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q2490358
http://www.wikidata.org/entity/Q28640,"profession, craft",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00611221-n,profession,an occupation requiring special education (especially in the liberal arts or sciences),manual_review_multi.csv,TRUE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q3707571,giant,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09511841-n,giant,an imaginary figure of superhuman size and strength; appears in folklore and fairy tales,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q11661,"information technology, IT, I.T.",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06143961-n,"IT, information technology",the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information,manual_review_babel.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q56604309
http://www.wikidata.org/entity/Q212816,"au pair, AP, au pair girl",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09843085-n,au pair,a young foreigner who lives with a family in return for doing light housework,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q212816,"au pair, AP, au pair girl",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09843234-n,au pair girl,a foreign girl serving as an au pair,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q189553,"otolaryngology, ENT, otorhinolaryngology",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06072392-n,"otolaryngology, otorhinolaryngology, rhinolaryngology","the medical specialty that deals with diseases of the ear, nose and throat",manual_review_multi.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q2854916
http://www.wikidata.org/entityQ124100,"bodybuilding, body building, body-building",5,https://en-word.net/id/oewn-00627233-n,,,Confirmed,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q15982795
http://www.wikidata.org/entity/Q396622,agribusiness,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-01106311-n,"agribusiness, agriculture, factory farm",a large-scale farming enterprise,manual_review_gf.csv,TRUE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q482,"poetry, poetic art",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-07107939-n,poetry,any communication resembling poetry in beauty or the evocation of feeling,manual_review_gf.csv,FALSE,FALSE,wrong,
http://www.wikidata.org/entity/Q172964,"goalkeeper, keeper, goalie",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00465105-n,"goalie, goalkeeper, goaltender, netkeeper",the defensive position on an ice hockey or soccer or lacrosse team who stands in front of the goal and tries to prevent opposing players from scoring,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q172964,"goalkeeper, keeper, goalie",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10153521-n,"goalie, goalkeeper, goaltender, netkeeper, netminder",the soccer or hockey player assigned to protect the goal,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q83462,"weightlifting, Olympic weightlifting, lifting",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00627428-n,"weightlift, weightlifting",bodybuilding by exercise that involves lifting weights,manual_review_multi.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q13381376
http://www.wikidata.org/entity/Q420,"biology, biological science, biological sciences",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06047178-n,"biology, biological science",the science that studies living organisms,manual_review_multi.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q864503
http://www.wikidata.org/entity/Q4405230,"student teacher, preservice teacher, trainee teacher",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10685698-n,"student teacher, practice teacher",a college student who is teaching under the supervision of a certified teacher in order to qualify for a degree in education,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q131359,"professional wrestling, pro wrestling, pro-wrestling",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00449111-n,professional wrestling,wrestling for money,manual_review_gf.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q13474373
http://www.wikidata.org/entity/Q106039,"Christian, Christians",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09697405-n,Christian,a religious person who believes Jesus is the Christ and who is a member of a Christian denomination,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ188628,"board of directors, executive board, board of governors",5,https://en-word.net/id/oewn-08397499-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q210377,"gaucho, gaúcho, guacho",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10142098-n,gaucho,a cowboy of the South American Pampas,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4593319,duchess,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10058134-n,duchess,the wife of a duke or a woman holding ducal title in her own right,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1163330,"Maharaja, Mahārāja, Maharaj",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10301334-n,"maharaja, maharajah",a great raja; a Hindu prince or king in India ranking above a raja,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q8350,"trombone, slide trombone",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-04494650-n,trombone,a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide,manual_review_multi.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q544972
http://www.wikidata.org/entity/Q2135808,recorder,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10531553-n,recorder,a barrister or solicitor who serves as part-time judge in towns or boroughs,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q1058384,hakham,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06352347-n,Hakham,a Hebrew title of respect for a wise and highly educated man,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q23498,"archaeology, archeology, archæology",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06153532-n,"archaeology, archeology",the branch of anthropology that studies prehistoric people and their cultures,manual_review_babel.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q3621491
http://www.wikidata.org/entity/Q12761281,"fence, receiver, mover",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10104870-n,fence,a dealer in stolen property,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q179232,"interior design, interior art, interior design and furnishings",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06164956-n,interior design,"the art of designing the interior decoration for a house, office, or other architectural space",manual_review_multi.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q2133309
http://www.wikidata.org/entity/Q1211427,"academia, academe, academy",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08291844-n,"academe, academia",the academic world,manual_review_babel.csv,TRUE,TRUE,not an occupation,https://www.wikidata.org/wiki/Q3400985
http://www.wikidata.org/entity/Q930402,"witch doctor, quackery",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10804220-n,witch doctor,someone who is believed to heal through magical powers,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entityQ5575361,"goatherd, goatherder",5,https://en-word.net/id/oewn-10153698-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entityQ144334,printing press,5,https://en-word.net/id/oewn-04006669-n,,,Confirmed,TRUE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q2611907,"serjeant-at-arms, sergeant-at-arms, serjeant at arms",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10600546-n,"sergeant at arms, serjeant-at-arms",an officer (as of a legislature or court) who maintains order and executes commands,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q7140620,"partisan, adherent, follower",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10421831-n,"partisan, zealot, drumbeater",a fervent and even militant proponent of something,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q56019,"military rank, uniform rank, rank",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-14454897-n,"rating, paygrade, military rank, military rating",rank in a military organization,manual_review_babel.csv,TRUE,TRUE,not an occupation,
http://www.wikidata.org/entity/Q366,"corruption, public corruption",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00160216-n,corruption,inducement (as of a public official) by improper means (as bribery) to violate duty (as by committing a felony); he was held on charges of corruption and racketeering,manual_review_babel.csv,TRUE,TRUE,,
http://www.wikidata.org/entity/Q41466,"ice hockey, hockey",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00464604-n,"ice hockey, hockey, hockey game",a game played on an ice rink by two opposing teams of six skaters each who try to knock a flat round puck into the opponents' goal with angled hockey sticks,manual_review_multi.csv,TRUE,FALSE,,https://www.wikidata.org/wiki/Q11774891
http://www.wikidata.org/entity/Q2692509,"beadle, bedel, Beadle",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09864178-n,beadle,a minor parish official who serves a ceremonial function,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q36442,"political science, political studies, polisci",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06157599-n,"government, politics, political science",the study of government of states and other political units,manual_review_babel.csv,TRUE,TRUE,,https://www.wikidata.org/wiki/Q1238570
http://www.wikidata.org/entity/Q40634,philology,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06180756-n,"philology, linguistics",the humanistic study of language and literature,manual_review_babel.csv,TRUE,TRUE,,https://www.wikidata.org/wiki/Q13418253
http://www.wikidata.org/entity/Q1077064,"charity, beneficence",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-07561203-n,beneficence,doing good; feeling beneficent,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1077064,"charity, beneficence",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-04847768-n,beneficence,the quality of being kind or helpful or generous,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q43035,electrical engineering,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06137475-n,"EE, electrical engineering",the branch of engineering science that studies the uses of electricity and the equipment for power generation and distribution and the control of machines and communication,manual_review_multi.csv,TRUE,TRUE,,https://www.wikidata.org/wiki/Q1326886
http://www.wikidata.org/entity/Q12765670,exile,5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10091139-n,"exile, expat, expatriate",a person who is voluntarily absent from home or country; American expatriates,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q2309900,"helmsman, helms, helmsperson",5,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10189389-n,"steerer, steersman, helmsman",the person who steers a ship,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q330459,"senior lieutenant, major lieutenant, 1st lieutenant",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10112747-n,"1st lieutenant, first lieutenant",a commissioned officer in the Army or Air Force or Marines ranking above a 2nd lieutenant and below a captain,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q5287521,"Doctor of Osteopathic Medicine, Osteopathic Physician, Osteopathic Physicians",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06716496-n,"DO, Doctor of Osteopathy",doctor's degree in osteopathy,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q7283,terrorism,4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00761047-n,"terrorism, terrorist act, act of terrorism",the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear,manual_review_multi.csv,TRUE,TRUE,,https://www.wikidata.org/wiki/Q12414919
http://www.wikidata.org/entity/Q5184855,"crew member, crewman, vehicle crew member",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09996708-n,"crew member, crewman",a member of a flight crew,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q5184855,"crew member, crewman, vehicle crew member",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09996612-n,crewman,a member of a work crew,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q130263,"janissary, yanissary, yanissaries",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10239050-n,Janissary,a Turkish soldier,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q215909,"augur, augurs",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09842689-n,"augur, auspex",(ancient Rome) a religious official who interpreted omens to guide public policy,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q876391,"dandy, Quaintrelle, beau",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10010564-n,"dandy, fashion plate, clotheshorse, swell, gallant, sheik, beau, dude, fop",a man who is much concerned with his dress and appearance,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q281460,pipe organ,4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03859585-n,"organ, pipe organ",wind instrument whose sound is produced by means of pipes arranged in sets supplied with air from a bellows and controlled from a large complex musical keyboard,manual_review_multi.csv,TRUE,TRUE,,
http://www.wikidata.org/entity/Q1097724,"steeplejack, worker at heights, worker at elevated heights",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10673232-n,steeplejack,someone who builds or maintains very tall structures,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q223266,"vassal, vassalage",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10766249-n,"feudatory, liege, liege subject, liegeman, vassal",a person holding a fief; a person who owes allegiance and service to a feudal lord,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q7023752,"confidence trick, con, confidence game",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00755623-n,"scam, cozenage",a fraudulent business scheme,manual_review_gf.csv,TRUE,TRUE,,https://www.wikidata.org/wiki/Q10591707
http://www.wikidata.org/entity/Q1825525,limner,4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10475185-n,"portrait painter, portraitist, portrayer, limner",a painter or drawer of portraits,manual_review_babel.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q869095,"brewing, brewing industry, beer brewing",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00916971-n,brewing,the production of malt beverages (as beer or ale) from malt and hops by grinding and boiling them and fermenting the result with yeast,manual_review_multi.csv,TRUE,TRUE,,https://www.wikidata.org/wiki/Q836904
http://www.wikidata.org/entity/Q187668,emigration,4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00056907-n,"out-migration, emigration, expatriation",migration from a place (especially migration from your native country in order to settle in another),manual_review_babel.csv,TRUE,TRUE,,https://www.wikidata.org/wiki/Q4989857
http://www.wikidata.org/entity/Q221488,"pedestrian, walker, pedestrians",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10431800-n,"walker, pedestrian, footer",a person who travels by foot,manual_review_multi.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q4740650,"hakim, hakem",4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10176286-n,hakim,a Muslim ruler or governor or judge,manual_review_gf.csv,TRUE,FALSE,,
http://www.wikidata.org/entity/Q3242291,Chief Constable,4,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09935667-n,Chief Constable,the head of the police force in a county (or similar area),manual_review_yovisto.csv,TRUE,FALSE,,
