QID,SSID,Wordnet Lemmas,Wikidata Labels,Count,Accept,Notes,Extra Type
http://www.wikidata.org/entity/Q13002315,https://en-word.net/id/oewn-00023280-n,psychological feature,"legendary figure, legendary character, legendary person",8,FALSE,,
http://www.wikidata.org/entity/Q13002315,https://en-word.net/id/oewn-09506868-n,"imaginary being, imaginary creature","legendary figure, legendary character, legendary person",5,TRUE,,
http://www.wikidata.org/entity/Q13002315,https://en-word.net/id/oewn-05633248-n,"imagination, imaginativeness, vision","legendary figure, legendary character, legendary person",5,FALSE,,
http://www.wikidata.org/entity/Q13002315,https://en-word.net/id/oewn-05632483-n,"creativity, creativeness, creative thinking","legendary figure, legendary character, legendary person",5,FALSE,,
http://www.wikidata.org/entity/Q13002315,https://en-word.net/id/oewn-05624029-n,"ability, power","legendary figure, legendary character, legendary person",5,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-00023451-n,"cognition, knowledge, noesis","literary character, book character, novel character",40,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-00023280-n,psychological feature,"literary character, book character, novel character",40,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-09506868-n,"imaginary being, imaginary creature","literary character, book character, novel character",34,TRUE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-05633248-n,"imagination, imaginativeness, vision","literary character, book character, novel character",34,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-05632483-n,"creativity, creativeness, creative thinking","literary character, book character, novel character",34,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-05624029-n,"ability, power","literary character, book character, novel character",34,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-09610740-n,"fictional character, fictitious character, character","literary character, book character, novel character",27,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-09527267-n,"spiritual being, supernatural being","literary character, book character, novel character",8,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-05950141-n,belief,"literary character, book character, novel character",8,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-05817200-n,"content, cognitive content, mental object","literary character, book character, novel character",8,FALSE,,
http://www.wikidata.org/entity/Q3658341,https://en-word.net/id/oewn-09528550-n,"deity, divinity, god, immortal","literary character, book character, novel character",7,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-00033319-n,communication,"literary work, work (literary), work (literature)",47,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-06374360-n,"writing, written material, piece of writing","literary work, work (literary), work (literature)",43,TRUE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-06360590-n,"written communication, written language, black and white","literary work, work (literary), work (literature)",43,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-07034009-n,music,"literary work, work (literary), work (literature)",28,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-07123727-n,auditory communication,"literary work, work (literary), work (literature)",28,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-06406508-n,book,"literary work, work (literary), work (literature)",27,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-06403644-n,"section, subdivision","literary work, work (literary), work (literature)",27,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-06454286-n,epistle,"literary work, work (literary), work (literature)",13,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-06441260-n,"sacred text, sacred writing, religious writing, religious text","literary work, work (literary), work (literature)",9,FALSE,,
http://www.wikidata.org/entity/Q7725634,https://en-word.net/id/oewn-06375736-n,"literary composition, literary work","literary work, work (literary), work (literature)",5,FALSE,,
http://www.wikidata.org/entity/Q20202352,https://en-word.net/id/oewn-08643858-n,municipality,"locality of Mexico, locality in Mexico",24,TRUE,,
http://www.wikidata.org/entity/Q20202352,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","locality of Mexico, locality in Mexico",24,FALSE,,
http://www.wikidata.org/entity/Q20202352,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","locality of Mexico, locality in Mexico",24,FALSE,,
http://www.wikidata.org/entity/Q20202352,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","locality of Mexico, locality in Mexico",24,FALSE,,
http://www.wikidata.org/entity/Q20202352,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","locality of Mexico, locality in Mexico",24,FALSE,,
http://www.wikidata.org/entity/Q20202352,https://en-word.net/id/oewn-08648560-n,region,"locality of Mexico, locality in Mexico",24,FALSE,,
http://www.wikidata.org/entity/Q20202352,https://en-word.net/id/oewn-00027365-n,location,"locality of Mexico, locality in Mexico",24,FALSE,,
http://www.wikidata.org/entity/Q20202352,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","locality of Mexico, locality in Mexico",22,FALSE,,
http://www.wikidata.org/entity/Q3257686,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","locality, populated place, locale",6,FALSE,,
http://www.wikidata.org/entity/Q3257686,https://en-word.net/id/oewn-08643858-n,municipality,"locality, populated place, locale",6,TRUE,,
http://www.wikidata.org/entity/Q3257686,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","locality, populated place, locale",6,FALSE,,
http://www.wikidata.org/entity/Q3257686,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","locality, populated place, locale",6,FALSE,,
http://www.wikidata.org/entity/Q3257686,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","locality, populated place, locale",6,FALSE,,
http://www.wikidata.org/entity/Q3257686,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","locality, populated place, locale",6,FALSE,,
http://www.wikidata.org/entity/Q3257686,https://en-word.net/id/oewn-08648560-n,region,"locality, populated place, locale",6,FALSE,,
http://www.wikidata.org/entity/Q3257686,https://en-word.net/id/oewn-00027365-n,location,"locality, populated place, locale",6,FALSE,,
http://www.wikidata.org/entity/Q1569856,https://en-word.net/id/oewn-09528550-n,"deity, divinity, god, immortal","lunar deity, lunar god, lunar goddess",6,TRUE,,
http://www.wikidata.org/entity/Q1569856,https://en-word.net/id/oewn-09527267-n,"spiritual being, supernatural being","lunar deity, lunar god, lunar goddess",6,FALSE,,
http://www.wikidata.org/entity/Q1569856,https://en-word.net/id/oewn-05950141-n,belief,"lunar deity, lunar god, lunar goddess",6,FALSE,,
http://www.wikidata.org/entity/Q1569856,https://en-word.net/id/oewn-05817200-n,"content, cognitive content, mental object","lunar deity, lunar god, lunar goddess",6,FALSE,,
http://www.wikidata.org/entity/Q1569856,https://en-word.net/id/oewn-00023451-n,"cognition, knowledge, noesis","lunar deity, lunar god, lunar goddess",6,FALSE,,
http://www.wikidata.org/entity/Q1569856,https://en-word.net/id/oewn-00023280-n,psychological feature,"lunar deity, lunar god, lunar goddess",6,FALSE,,
http://www.wikidata.org/entity/Q573344,https://en-word.net/id/oewn-09434308-n,river,"main stream, mainstem, trunk",15,FALSE,,
http://www.wikidata.org/entity/Q573344,https://en-word.net/id/oewn-09471510-n,"stream, watercourse","main stream, mainstem, trunk",15,TRUE,,
http://www.wikidata.org/entity/Q573344,https://en-word.net/id/oewn-09248053-n,"body of water, water","main stream, mainstem, trunk",15,FALSE,,
http://www.wikidata.org/entity/Q253030,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","major regional center, Oberzentrum, Oberzentren",13,FALSE,,
http://www.wikidata.org/entity/Q253030,https://en-word.net/id/oewn-08643858-n,municipality,"major regional center, Oberzentrum, Oberzentren",13,TRUE,,
http://www.wikidata.org/entity/Q253030,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","major regional center, Oberzentrum, Oberzentren",13,FALSE,,
http://www.wikidata.org/entity/Q253030,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","major regional center, Oberzentrum, Oberzentren",13,FALSE,,
http://www.wikidata.org/entity/Q253030,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","major regional center, Oberzentrum, Oberzentren",13,FALSE,,
http://www.wikidata.org/entity/Q253030,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","major regional center, Oberzentrum, Oberzentren",13,FALSE,,
http://www.wikidata.org/entity/Q253030,https://en-word.net/id/oewn-08648560-n,region,"major regional center, Oberzentrum, Oberzentren",13,FALSE,,
http://www.wikidata.org/entity/Q253030,https://en-word.net/id/oewn-00027365-n,location,"major regional center, Oberzentrum, Oberzentren",13,FALSE,,
http://www.wikidata.org/entity/Q204894,https://en-word.net/id/oewn-09248053-n,"body of water, water",marginal sea,15,FALSE,,
http://www.wikidata.org/entity/Q204894,https://en-word.net/id/oewn-09449666-n,sea,marginal sea,12,TRUE,,
http://www.wikidata.org/entity/Q183816,https://en-word.net/id/oewn-06713210-n,master's degree,"master's degree, master degree, masters degree",5,TRUE,,
http://www.wikidata.org/entity/Q183816,https://en-word.net/id/oewn-06710094-n,"academic degree, degree","master's degree, master degree, masters degree",5,FALSE,,
http://www.wikidata.org/entity/Q183816,https://en-word.net/id/oewn-06709228-n,"award, accolade, honor, honour, laurels","master's degree, master degree, masters degree",5,FALSE,,
http://www.wikidata.org/entity/Q183816,https://en-word.net/id/oewn-06819327-n,symbol,"master's degree, master degree, masters degree",5,FALSE,,
http://www.wikidata.org/entity/Q183816,https://en-word.net/id/oewn-06804229-n,"signal, signaling, sign, signalling","master's degree, master degree, masters degree",5,FALSE,,
http://www.wikidata.org/entity/Q183816,https://en-word.net/id/oewn-00033319-n,communication,"master's degree, master degree, masters degree",5,FALSE,,
http://www.wikidata.org/entity/Q214609,https://en-word.net/id/oewn-00003553-n,"whole, unit","material, substance with uniform characteristics, substance with some constant properties",5,FALSE,,
http://www.wikidata.org/entity/Q2041172,https://en-word.net/id/oewn-03187746-n,device,"measuring instrument, measurement instrument, measurement device",10,FALSE,,
http://www.wikidata.org/entity/Q2041172,https://en-word.net/id/oewn-03580409-n,"instrumentality, instrumentation, means","measuring instrument, measurement instrument, measurement device",10,FALSE,,
http://www.wikidata.org/entity/Q2041172,https://en-word.net/id/oewn-00022119-n,"artifact, artefact","measuring instrument, measurement instrument, measurement device",10,FALSE,,
http://www.wikidata.org/entity/Q2041172,https://en-word.net/id/oewn-00003553-n,"whole, unit","measuring instrument, measurement instrument, measurement device",10,FALSE,,
http://www.wikidata.org/entity/Q2041172,https://en-word.net/id/oewn-03579967-n,instrument,"measuring instrument, measurement instrument, measurement device",9,FALSE,,
http://www.wikidata.org/entity/Q2041172,https://en-word.net/id/oewn-03739416-n,"measuring instrument, measuring system, measuring device","measuring instrument, measurement instrument, measurement device",8,TRUE,,
http://www.wikidata.org/entity/Q66811410,https://en-word.net/id/oewn-10040615-n,"doctor, doc, physician, MD, Dr., medico",medical profession,6,FALSE,,
http://www.wikidata.org/entity/Q66811410,https://en-word.net/id/oewn-10325469-n,medical practitioner,medical profession,6,FALSE,,
http://www.wikidata.org/entity/Q66811410,https://en-word.net/id/oewn-10184702-n,"health professional, primary care provider, PCP, health care provider, caregiver",medical profession,6,FALSE,,
http://www.wikidata.org/entity/Q66811410,https://en-word.net/id/oewn-10499838-n,"professional, professional person",medical profession,6,FALSE,,
http://www.wikidata.org/entity/Q66811410,https://en-word.net/id/oewn-09786620-n,"actor, doer, worker",medical profession,6,FALSE,,
http://www.wikidata.org/entity/Q3332438,https://en-word.net/id/oewn-09786620-n,"actor, doer, worker","medical specialist, specialist medical practitioners",8,FALSE,,
http://www.wikidata.org/entity/Q3332438,https://en-word.net/id/oewn-10040615-n,"doctor, doc, physician, MD, Dr., medico","medical specialist, specialist medical practitioners",7,FALSE,,
http://www.wikidata.org/entity/Q3332438,https://en-word.net/id/oewn-10325469-n,medical practitioner,"medical specialist, specialist medical practitioners",7,FALSE,,
http://www.wikidata.org/entity/Q3332438,https://en-word.net/id/oewn-10184702-n,"health professional, primary care provider, PCP, health care provider, caregiver","medical specialist, specialist medical practitioners",7,FALSE,,
http://www.wikidata.org/entity/Q3332438,https://en-word.net/id/oewn-10499838-n,"professional, professional person","medical specialist, specialist medical practitioners",7,FALSE,,
http://www.wikidata.org/entity/Q3332438,https://en-word.net/id/oewn-10651974-n,"specialist, medical specialist","medical specialist, specialist medical practitioners",5,TRUE,,
http://www.wikidata.org/entity/Q12140,https://en-word.net/id/oewn-14802595-n,agent,"medication, medicine, pharmaceutical drug",16,FALSE,,
http://www.wikidata.org/entity/Q12140,https://en-word.net/id/oewn-00020270-n,substance,"medication, medicine, pharmaceutical drug",16,FALSE,,
http://www.wikidata.org/entity/Q12140,https://en-word.net/id/oewn-03252323-n,drug,"medication, medicine, pharmaceutical drug",15,FALSE,,
http://www.wikidata.org/entity/Q12140,https://en-word.net/id/oewn-03745652-n,"medicine, medication, medicament, medicinal drug","medication, medicine, pharmaceutical drug",14,TRUE,,
http://www.wikidata.org/entity/Q51576574,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",Mediterranean country,24,FALSE,,
http://www.wikidata.org/entity/Q51576574,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",Mediterranean country,24,FALSE,,
http://www.wikidata.org/entity/Q51576574,https://en-word.net/id/oewn-08648560-n,region,Mediterranean country,24,FALSE,,
http://www.wikidata.org/entity/Q51576574,https://en-word.net/id/oewn-00027365-n,location,Mediterranean country,24,FALSE,,
http://www.wikidata.org/entity/Q51576574,https://en-word.net/id/oewn-08562388-n,"country, state, land",Mediterranean country,23,TRUE,,
http://www.wikidata.org/entity/Q51576574,https://en-word.net/id/oewn-08714745-n,"European country, European nation",Mediterranean country,12,FALSE,,
http://www.wikidata.org/entity/Q51576574,https://en-word.net/id/oewn-08716193-n,"African country, African nation",Mediterranean country,5,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center",megacity,35,TRUE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08648560-n,region,megacity,35,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-00027365-n,location,megacity,35,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08643858-n,municipality,megacity,35,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08693705-n,"urban area, populated area",megacity,35,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",megacity,35,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region",megacity,35,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",megacity,35,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08709407-n,national capital,megacity,15,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08535783-n,capital,megacity,15,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08665520-n,seat,megacity,15,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08540894-n,"center, centre, middle, heart, eye",megacity,15,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08514304-n,"area, country",megacity,15,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08651532-n,port,megacity,8,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08596234-n,"geographic point, geographical point",megacity,8,FALSE,,
http://www.wikidata.org/entity/Q174844,https://en-word.net/id/oewn-08637636-n,point,megacity,8,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","metropolis, metro city",44,TRUE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08648560-n,region,"metropolis, metro city",44,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-00027365-n,location,"metropolis, metro city",44,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08643858-n,municipality,"metropolis, metro city",44,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","metropolis, metro city",44,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","metropolis, metro city",44,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","metropolis, metro city",44,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","metropolis, metro city",44,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08535783-n,capital,"metropolis, metro city",22,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08665520-n,seat,"metropolis, metro city",22,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08540894-n,"center, centre, middle, heart, eye","metropolis, metro city",22,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08514304-n,"area, country","metropolis, metro city",22,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08709407-n,national capital,"metropolis, metro city",20,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08651532-n,port,"metropolis, metro city",13,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08596234-n,"geographic point, geographical point","metropolis, metro city",13,FALSE,,
http://www.wikidata.org/entity/Q200250,https://en-word.net/id/oewn-08637636-n,point,"metropolis, metro city",13,FALSE,,
http://www.wikidata.org/entity/Q1907114,https://en-word.net/id/oewn-08648560-n,region,"metropolitan area, metro, metro area",7,TRUE,,
http://www.wikidata.org/entity/Q1907114,https://en-word.net/id/oewn-00027365-n,location,"metropolitan area, metro, metro area",7,FALSE,,
http://www.wikidata.org/entity/Q1907114,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","metropolitan area, metro, metro area",7,FALSE,,
http://www.wikidata.org/entity/Q1907114,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","metropolitan area, metro, metro area",6,FALSE,,
http://www.wikidata.org/entity/Q1907114,https://en-word.net/id/oewn-08643858-n,municipality,"metropolitan area, metro, metro area",6,FALSE,,
http://www.wikidata.org/entity/Q1907114,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","metropolitan area, metro, metro area",6,FALSE,,
http://www.wikidata.org/entity/Q1907114,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","metropolitan area, metro, metro area",6,FALSE,,
http://www.wikidata.org/entity/Q1907114,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","metropolitan area, metro, metro area",6,FALSE,,
http://www.wikidata.org/entity/Q2716259,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center",metropolitan municipality in Turkey,6,FALSE,,
http://www.wikidata.org/entity/Q2716259,https://en-word.net/id/oewn-08643858-n,municipality,metropolitan municipality in Turkey,6,TRUE,,
http://www.wikidata.org/entity/Q2716259,https://en-word.net/id/oewn-08693705-n,"urban area, populated area",metropolitan municipality in Turkey,6,FALSE,,
http://www.wikidata.org/entity/Q2716259,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",metropolitan municipality in Turkey,6,FALSE,,
http://www.wikidata.org/entity/Q2716259,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region",metropolitan municipality in Turkey,6,FALSE,,
http://www.wikidata.org/entity/Q2716259,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",metropolitan municipality in Turkey,6,FALSE,,
http://www.wikidata.org/entity/Q2716259,https://en-word.net/id/oewn-08648560-n,region,metropolitan municipality in Turkey,6,FALSE,,
http://www.wikidata.org/entity/Q2716259,https://en-word.net/id/oewn-00027365-n,location,metropolitan municipality in Turkey,6,FALSE,,
http://www.wikidata.org/entity/Q645883,https://en-word.net/id/oewn-00030657-n,"act, deed, human action, human activity","military operation, mission, army action",6,FALSE,,
http://www.wikidata.org/entity/Q645883,https://en-word.net/id/oewn-00029677-n,event,"military operation, mission, army action",6,FALSE,,
http://www.wikidata.org/entity/Q645883,https://en-word.net/id/oewn-00957171-n,"operation, military operation","military operation, mission, army action",5,TRUE,,
http://www.wikidata.org/entity/Q645883,https://en-word.net/id/oewn-00408356-n,activity,"military operation, mission, army action",5,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","million city, city 1000000+",19,TRUE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08648560-n,region,"million city, city 1000000+",19,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-00027365-n,location,"million city, city 1000000+",19,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08643858-n,municipality,"million city, city 1000000+",19,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","million city, city 1000000+",19,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","million city, city 1000000+",19,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","million city, city 1000000+",19,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","million city, city 1000000+",19,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08651532-n,port,"million city, city 1000000+",5,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08596234-n,"geographic point, geographical point","million city, city 1000000+",5,FALSE,,
http://www.wikidata.org/entity/Q1637706,https://en-word.net/id/oewn-08637636-n,point,"million city, city 1000000+",5,FALSE,,
http://www.wikidata.org/entity/Q12089225,https://en-word.net/id/oewn-14686753-n,mineral,mineral species,30,TRUE,,
http://www.wikidata.org/entity/Q12089225,https://en-word.net/id/oewn-14604877-n,"material, stuff",mineral species,30,FALSE,,
http://www.wikidata.org/entity/Q12089225,https://en-word.net/id/oewn-00019793-n,substance,mineral species,30,FALSE,,
http://www.wikidata.org/entity/Q12089225,https://en-word.net/id/oewn-13831419-n,"part, portion, component part, component, constituent",mineral species,30,FALSE,,
http://www.wikidata.org/entity/Q12089225,https://en-word.net/id/oewn-00032220-n,relation,mineral species,30,FALSE,,
http://www.wikidata.org/entity/Q169336,https://en-word.net/id/oewn-00019793-n,substance,"mixture, chemical mixture, mixtures",6,TRUE,,
http://www.wikidata.org/entity/Q169336,https://en-word.net/id/oewn-13831419-n,"part, portion, component part, component, constituent","mixture, chemical mixture, mixtures",6,FALSE,,
http://www.wikidata.org/entity/Q169336,https://en-word.net/id/oewn-00032220-n,relation,"mixture, chemical mixture, mixtures",6,FALSE,,
http://www.wikidata.org/entity/Q169336,https://en-word.net/id/oewn-14751849-n,organic compound,"mixture, chemical mixture, mixtures",5,FALSE,,
http://www.wikidata.org/entity/Q169336,https://en-word.net/id/oewn-14842408-n,"compound, chemical compound","mixture, chemical mixture, mixtures",5,FALSE,,
http://www.wikidata.org/entity/Q169336,https://en-word.net/id/oewn-14831008-n,"chemical, chemical substance","mixture, chemical mixture, mixtures",5,FALSE,,
http://www.wikidata.org/entity/Q169336,https://en-word.net/id/oewn-14604877-n,"material, stuff","mixture, chemical mixture, mixtures",5,FALSE,,
http://www.wikidata.org/entity/Q213907,https://en-word.net/id/oewn-00004475-n,"organism, being","model organism, model organisms, model system",6,TRUE,,
http://www.wikidata.org/entity/Q213907,https://en-word.net/id/oewn-00004258-n,"living thing, animate thing","model organism, model organisms, model system",6,FALSE,,
http://www.wikidata.org/entity/Q213907,https://en-word.net/id/oewn-00003553-n,"whole, unit","model organism, model organisms, model system",6,FALSE,,
http://www.wikidata.org/entity/Q1288568,https://en-word.net/id/oewn-06916947-n,"natural language, tongue","modern language, living language",8,TRUE,,
http://www.wikidata.org/entity/Q1288568,https://en-word.net/id/oewn-06293304-n,"language, linguistic communication","modern language, living language",8,FALSE,,
http://www.wikidata.org/entity/Q1288568,https://en-word.net/id/oewn-00033319-n,communication,"modern language, living language",8,FALSE,,
http://www.wikidata.org/entity/Q4272322,https://en-word.net/id/oewn-14842408-n,"compound, chemical compound","monoprotic acid, monobasic acid, monoacid",5,FALSE,,
http://www.wikidata.org/entity/Q4272322,https://en-word.net/id/oewn-14831008-n,"chemical, chemical substance","monoprotic acid, monobasic acid, monoacid",5,TRUE,,
http://www.wikidata.org/entity/Q4272322,https://en-word.net/id/oewn-14604877-n,"material, stuff","monoprotic acid, monobasic acid, monoacid",5,FALSE,,
http://www.wikidata.org/entity/Q4272322,https://en-word.net/id/oewn-00019793-n,substance,"monoprotic acid, monobasic acid, monoacid",5,FALSE,,
http://www.wikidata.org/entity/Q4272322,https://en-word.net/id/oewn-13831419-n,"part, portion, component part, component, constituent","monoprotic acid, monobasic acid, monoacid",5,FALSE,,
http://www.wikidata.org/entity/Q4272322,https://en-word.net/id/oewn-00032220-n,relation,"monoprotic acid, monobasic acid, monoacid",5,FALSE,,
http://www.wikidata.org/entity/Q310890,https://en-word.net/id/oewn-08008892-n,"taxonomic group, taxonomic category, taxon",monotypic taxon,35,FALSE,,
http://www.wikidata.org/entity/Q310890,https://en-word.net/id/oewn-07957410-n,biological group,monotypic taxon,35,FALSE,,
http://www.wikidata.org/entity/Q310890,https://en-word.net/id/oewn-00031563-n,"group, grouping",monotypic taxon,35,FALSE,,
http://www.wikidata.org/entity/Q310890,https://en-word.net/id/oewn-08125938-n,genus,monotypic taxon,22,FALSE,,
http://www.wikidata.org/entity/Q310890,https://en-word.net/id/oewn-08124465-n,family,monotypic taxon,11,FALSE,,
http://www.wikidata.org/entity/Q310890,https://en-word.net/id/oewn-01435158-n,fish genus,monotypic taxon,7,FALSE,,
http://www.wikidata.org/entity/Q310890,https://en-word.net/id/oewn-01507078-n,bird family,monotypic taxon,5,FALSE,,
http://www.wikidata.org/entity/Q310890,https://en-word.net/id/oewn-01765166-n,arthropod genus,monotypic taxon,5,FALSE,,
http://www.wikidata.org/entity/Q46831,https://en-word.net/id/oewn-09310874-n,"geological formation, formation","mountain range, mountain belt, mountain system",54,FALSE,,
http://www.wikidata.org/entity/Q46831,https://en-word.net/id/oewn-09426609-n,"range, mountain range, range of mountains, chain, mountain chain, chain of mountains","mountain range, mountain belt, mountain system",49,TRUE,,
http://www.wikidata.org/entity/Q46831,https://en-word.net/id/oewn-09389214-n,"natural elevation, elevation","mountain range, mountain belt, mountain system",5,FALSE,,
http://www.wikidata.org/entity/Q8502,https://en-word.net/id/oewn-00027365-n,location,"mountain, mountains, mount",65,FALSE,,
http://www.wikidata.org/entity/Q8502,https://en-word.net/id/oewn-09383019-n,mountain peak,"mountain, mountains, mount",64,FALSE,,
http://www.wikidata.org/entity/Q8502,https://en-word.net/id/oewn-08635538-n,"peak, crown, crest, top, tip, summit","mountain, mountains, mount",64,FALSE,,
http://www.wikidata.org/entity/Q8502,https://en-word.net/id/oewn-08682181-n,"topographic point, place, spot","mountain, mountains, mount",64,FALSE,,
http://www.wikidata.org/entity/Q8502,https://en-word.net/id/oewn-08637636-n,point,"mountain, mountains, mount",64,FALSE,,
