QID,SSID,Wordnet Lemmas,Wikidata Labels,Count,Accept,Notes,Extra Type
http://www.wikidata.org/entity/Q108569710,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","city of Ohio, city in Ohio",6,FALSE,,
http://www.wikidata.org/entity/Q108569710,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","city of Ohio, city in Ohio",6,FALSE,,
http://www.wikidata.org/entity/Q108569710,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","city of Ohio, city in Ohio",6,FALSE,,
http://www.wikidata.org/entity/Q108569710,https://en-word.net/id/oewn-08648560-n,region,"city of Ohio, city in Ohio",6,FALSE,,
http://www.wikidata.org/entity/Q108569710,https://en-word.net/id/oewn-00027365-n,location,"city of Ohio, city in Ohio",6,FALSE,,
http://www.wikidata.org/entity/Q63440326,https://en-word.net/id/oewn-08643858-n,municipality,"city of Oregon, city in Oregon",6,TRUE,,
http://www.wikidata.org/entity/Q63440326,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","city of Oregon, city in Oregon",6,FALSE,,
http://www.wikidata.org/entity/Q63440326,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","city of Oregon, city in Oregon",6,FALSE,,
http://www.wikidata.org/entity/Q63440326,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","city of Oregon, city in Oregon",6,FALSE,,
http://www.wikidata.org/entity/Q63440326,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","city of Oregon, city in Oregon",6,FALSE,,
http://www.wikidata.org/entity/Q63440326,https://en-word.net/id/oewn-08648560-n,region,"city of Oregon, city in Oregon",6,FALSE,,
http://www.wikidata.org/entity/Q63440326,https://en-word.net/id/oewn-00027365-n,location,"city of Oregon, city in Oregon",6,FALSE,,
http://www.wikidata.org/entity/Q21010817,https://en-word.net/id/oewn-08643858-n,municipality,"city of Pennsylvania, city in Pennsylvania",8,TRUE,,
http://www.wikidata.org/entity/Q21010817,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","city of Pennsylvania, city in Pennsylvania",8,FALSE,,
http://www.wikidata.org/entity/Q21010817,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","city of Pennsylvania, city in Pennsylvania",8,FALSE,,
http://www.wikidata.org/entity/Q21010817,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","city of Pennsylvania, city in Pennsylvania",8,FALSE,,
http://www.wikidata.org/entity/Q21010817,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","city of Pennsylvania, city in Pennsylvania",8,FALSE,,
http://www.wikidata.org/entity/Q21010817,https://en-word.net/id/oewn-08648560-n,region,"city of Pennsylvania, city in Pennsylvania",8,FALSE,,
http://www.wikidata.org/entity/Q21010817,https://en-word.net/id/oewn-00027365-n,location,"city of Pennsylvania, city in Pennsylvania",8,FALSE,,
http://www.wikidata.org/entity/Q21010817,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","city of Pennsylvania, city in Pennsylvania",6,FALSE,,
http://www.wikidata.org/entity/Q15647906,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center",city of Portugal,5,TRUE,,
http://www.wikidata.org/entity/Q15647906,https://en-word.net/id/oewn-08643858-n,municipality,city of Portugal,5,FALSE,,
http://www.wikidata.org/entity/Q15647906,https://en-word.net/id/oewn-08693705-n,"urban area, populated area",city of Portugal,5,FALSE,,
http://www.wikidata.org/entity/Q15647906,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",city of Portugal,5,FALSE,,
http://www.wikidata.org/entity/Q15647906,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region",city of Portugal,5,FALSE,,
http://www.wikidata.org/entity/Q15647906,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",city of Portugal,5,FALSE,,
http://www.wikidata.org/entity/Q15647906,https://en-word.net/id/oewn-08648560-n,region,city of Portugal,5,FALSE,,
http://www.wikidata.org/entity/Q15647906,https://en-word.net/id/oewn-00027365-n,location,city of Portugal,5,FALSE,,
http://www.wikidata.org/entity/Q54935504,https://en-word.net/id/oewn-08648560-n,region,city of Switzerland,6,FALSE,,
http://www.wikidata.org/entity/Q54935504,https://en-word.net/id/oewn-00027365-n,location,city of Switzerland,6,FALSE,,
http://www.wikidata.org/entity/Q54935504,https://en-word.net/id/oewn-08643858-n,municipality,city of Switzerland,6,FALSE,,
http://www.wikidata.org/entity/Q54935504,https://en-word.net/id/oewn-08693705-n,"urban area, populated area",city of Switzerland,6,FALSE,,
http://www.wikidata.org/entity/Q54935504,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",city of Switzerland,6,FALSE,,
http://www.wikidata.org/entity/Q54935504,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region",city of Switzerland,6,FALSE,,
http://www.wikidata.org/entity/Q54935504,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",city of Switzerland,6,FALSE,,
http://www.wikidata.org/entity/Q54935504,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center",city of Switzerland,5,TRUE,,
http://www.wikidata.org/entity/Q110390579,https://en-word.net/id/oewn-08643858-n,municipality,city of United Kingdom,6,TRUE,,
http://www.wikidata.org/entity/Q110390579,https://en-word.net/id/oewn-08693705-n,"urban area, populated area",city of United Kingdom,6,FALSE,,
http://www.wikidata.org/entity/Q110390579,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",city of United Kingdom,6,FALSE,,
http://www.wikidata.org/entity/Q110390579,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region",city of United Kingdom,6,FALSE,,
http://www.wikidata.org/entity/Q110390579,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",city of United Kingdom,6,FALSE,,
http://www.wikidata.org/entity/Q110390579,https://en-word.net/id/oewn-08648560-n,region,city of United Kingdom,6,FALSE,,
http://www.wikidata.org/entity/Q110390579,https://en-word.net/id/oewn-00027365-n,location,city of United Kingdom,6,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","city or town, town or city",30,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08643858-n,municipality,"city or town, town or city",30,TRUE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","city or town, town or city",30,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","city or town, town or city",30,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","city or town, town or city",30,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","city or town, town or city",30,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08648560-n,region,"city or town, town or city",30,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-00027365-n,location,"city or town, town or city",30,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08709407-n,national capital,"city or town, town or city",6,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08535783-n,capital,"city or town, town or city",6,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08665520-n,seat,"city or town, town or city",6,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08540894-n,"center, centre, middle, heart, eye","city or town, town or city",6,FALSE,,
http://www.wikidata.org/entity/Q7930989,https://en-word.net/id/oewn-08514304-n,"area, country","city or town, town or city",6,FALSE,,
http://www.wikidata.org/entity/Q925381,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center",city with powiat rights,10,TRUE,,
http://www.wikidata.org/entity/Q925381,https://en-word.net/id/oewn-08648560-n,region,city with powiat rights,10,FALSE,,
http://www.wikidata.org/entity/Q925381,https://en-word.net/id/oewn-00027365-n,location,city with powiat rights,10,FALSE,,
http://www.wikidata.org/entity/Q925381,https://en-word.net/id/oewn-08643858-n,municipality,city with powiat rights,10,FALSE,,
http://www.wikidata.org/entity/Q925381,https://en-word.net/id/oewn-08693705-n,"urban area, populated area",city with powiat rights,10,FALSE,,
http://www.wikidata.org/entity/Q925381,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",city with powiat rights,10,FALSE,,
http://www.wikidata.org/entity/Q925381,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region",city with powiat rights,10,FALSE,,
http://www.wikidata.org/entity/Q925381,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",city with powiat rights,10,FALSE,,
http://www.wikidata.org/entity/Q133442,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","city-state, city state",15,TRUE,,
http://www.wikidata.org/entity/Q133442,https://en-word.net/id/oewn-08648560-n,region,"city-state, city state",15,FALSE,,
http://www.wikidata.org/entity/Q133442,https://en-word.net/id/oewn-00027365-n,location,"city-state, city state",15,FALSE,,
http://www.wikidata.org/entity/Q133442,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","city-state, city state",14,FALSE,,
http://www.wikidata.org/entity/Q133442,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","city-state, city state",13,FALSE,,
http://www.wikidata.org/entity/Q133442,https://en-word.net/id/oewn-08643858-n,municipality,"city-state, city state",13,FALSE,,
http://www.wikidata.org/entity/Q133442,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","city-state, city state",13,FALSE,,
http://www.wikidata.org/entity/Q133442,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","city-state, city state",13,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08648560-n,region,"city, cities",401,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-00027365-n,location,"city, cities",401,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","city, cities",398,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","city, cities",397,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","city, cities",397,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08643858-n,municipality,"city, cities",395,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","city, cities",395,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","city, cities",367,TRUE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08540894-n,"center, centre, middle, heart, eye","city, cities",136,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08514304-n,"area, country","city, cities",136,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08535783-n,capital,"city, cities",135,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08665520-n,seat,"city, cities",135,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08709407-n,national capital,"city, cities",120,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08651532-n,port,"city, cities",92,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08596234-n,"geographic point, geographical point","city, cities",92,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08637636-n,point,"city, cities",92,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08683242-n,town,"city, cities",28,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08713012-n,provincial capital,"city, cities",8,FALSE,,
http://www.wikidata.org/entity/Q515,https://en-word.net/id/oewn-08713353-n,state capital,"city, cities",7,FALSE,,
http://www.wikidata.org/entity/Q1115575,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","civil parish, civil parishes in England, English civil parish",5,TRUE,,
http://www.wikidata.org/entity/Q1115575,https://en-word.net/id/oewn-08648560-n,region,"civil parish, civil parishes in England, English civil parish",5,FALSE,,
http://www.wikidata.org/entity/Q1115575,https://en-word.net/id/oewn-00027365-n,location,"civil parish, civil parishes in England, English civil parish",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05227735-n,body part,"class of anatomical entity, anatomical structure class, anatomical structure",82,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-09408804-n,"part, piece","class of anatomical entity, anatomical structure class, anatomical structure",82,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05232895-n,"structure, anatomical structure, complex body part, bodily structure, body structure","class of anatomical entity, anatomical structure class, anatomical structure",34,TRUE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05275047-n,animal tissue,"class of anatomical entity, anatomical structure class, anatomical structure",23,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05274844-n,tissue,"class of anatomical entity, anatomical structure class, anatomical structure",23,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05305022-n,organ,"class of anatomical entity, anatomical structure class, anatomical structure",17,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05294035-n,connective tissue,"class of anatomical entity, anatomical structure class, anatomical structure",13,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05277400-n,"bone, os","class of anatomical entity, anatomical structure class, anatomical structure",12,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05310901-n,"cavity, bodily cavity, cavum","class of anatomical entity, anatomical structure class, anatomical structure",10,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05335315-n,"gland, secretory organ, secretor, secreter","class of anatomical entity, anatomical structure class, anatomical structure",8,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05470250-n,neural structure,"class of anatomical entity, anatomical structure class, anatomical structure",7,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-00019793-n,substance,"class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-13831419-n,"part, portion, component part, component, constituent","class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-00032220-n,relation,"class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05425319-n,blood vessel,"class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05404676-n,"vessel, vas","class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05253854-n,"tube, tube-shaped structure","class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05297360-n,"skeletal muscle, striated muscle","class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05296796-n,"muscle, musculus","class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112826905,https://en-word.net/id/oewn-05297100-n,"contractile organ, contractor","class of anatomical entity, anatomical structure class, anatomical structure",5,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-00024900-n,state,"class of disease, disease type, disease class",85,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-00024444-n,attribute,"class of disease, disease type, disease class",85,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-13943868-n,"condition, status","class of disease, disease type, disease class",84,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14057659-n,"physical condition, physiological state, physiological condition","class of disease, disease type, disease class",78,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14075528-n,"ill health, unhealthiness, health problem","class of disease, disease type, disease class",53,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14075399-n,pathological state,"class of disease, disease type, disease class",53,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14085287-n,"illness, unwellness, malady, sickness","class of disease, disease type, disease class",35,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14093842-n,disease,"class of disease, disease type, disease class",30,TRUE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14323139-n,symptom,"class of disease, disease type, disease class",29,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-05832256-n,"evidence, grounds","class of disease, disease type, disease class",29,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-05824413-n,information,"class of disease, disease type, disease class",29,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-00023451-n,"cognition, knowledge, noesis","class of disease, disease type, disease class",29,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-00023280-n,psychological feature,"class of disease, disease type, disease class",29,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14359944-n,"inflammation, redness, rubor","class of disease, disease type, disease class",23,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14075885-n,"disorder, upset","class of disease, disease type, disease class",18,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14525310-n,"abnormality, abnormalcy","class of disease, disease type, disease class",10,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14228432-n,pathology,"class of disease, disease type, disease class",8,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14212686-n,"blood disease, blood disorder","class of disease, disease type, disease class",8,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14077332-n,blood dyscrasia,"class of disease, disease type, disease class",8,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14077199-n,dyscrasia,"class of disease, disease type, disease class",8,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14174621-n,"genetic disease, genetic disorder, genetic abnormality, genetic defect, congenital disease, inherited disease, inherited disorder, hereditary disease, hereditary condition","class of disease, disease type, disease class",7,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14258682-n,"tumor, tumour, neoplasm","class of disease, disease type, disease class",7,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14257556-n,growth,"class of disease, disease type, disease class",7,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14396987-n,"psychological state, psychological condition, mental state, mental condition","class of disease, disease type, disease class",5,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14168577-n,"respiratory disease, respiratory illness, respiratory disorder","class of disease, disease type, disease class",5,FALSE,,
http://www.wikidata.org/entity/Q112193867,https://en-word.net/id/oewn-14145535-n,communicable disease,"class of disease, disease type, disease class",5,FALSE,,
http://www.wikidata.org/entity/Q1441305,https://en-word.net/id/oewn-13943868-n,"condition, status","clinical sign, sign, medical sign",7,TRUE,,
http://www.wikidata.org/entity/Q1441305,https://en-word.net/id/oewn-00024900-n,state,"clinical sign, sign, medical sign",7,FALSE,,
http://www.wikidata.org/entity/Q1441305,https://en-word.net/id/oewn-00024444-n,attribute,"clinical sign, sign, medical sign",7,FALSE,,
http://www.wikidata.org/entity/Q1441305,https://en-word.net/id/oewn-00023451-n,"cognition, knowledge, noesis","clinical sign, sign, medical sign",5,FALSE,,
http://www.wikidata.org/entity/Q1441305,https://en-word.net/id/oewn-00023280-n,psychological feature,"clinical sign, sign, medical sign",5,FALSE,,
http://www.wikidata.org/entity/Q1441305,https://en-word.net/id/oewn-14057659-n,"physical condition, physiological state, physiological condition","clinical sign, sign, medical sign",5,FALSE,,
http://www.wikidata.org/entity/Q93352,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","coast, coastal zone",5,TRUE,,
http://www.wikidata.org/entity/Q93352,https://en-word.net/id/oewn-08648560-n,region,"coast, coastal zone",5,FALSE,,
http://www.wikidata.org/entity/Q93352,https://en-word.net/id/oewn-00027365-n,location,"coast, coastal zone",5,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08643858-n,municipality,"college town, university town, college community",41,TRUE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","college town, university town, college community",41,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","college town, university town, college community",41,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","college town, university town, college community",41,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","college town, university town, college community",41,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08648560-n,region,"college town, university town, college community",41,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-00027365-n,location,"college town, university town, college community",41,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08542298-n,"city, metropolis, urban center","college town, university town, college community",37,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08709407-n,national capital,"college town, university town, college community",5,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08535783-n,capital,"college town, university town, college community",5,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08665520-n,seat,"college town, university town, college community",5,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08540894-n,"center, centre, middle, heart, eye","college town, university town, college community",5,FALSE,,
http://www.wikidata.org/entity/Q1187811,https://en-word.net/id/oewn-08514304-n,"area, country","college town, university town, college community",5,FALSE,,
http://www.wikidata.org/entity/Q1188663,https://en-word.net/id/oewn-04348764-n,"structure, construction","Colonial Colleges, List of Colonial Colleges",7,FALSE,,
http://www.wikidata.org/entity/Q1188663,https://en-word.net/id/oewn-00022119-n,"artifact, artefact","Colonial Colleges, List of Colonial Colleges",7,FALSE,,
http://www.wikidata.org/entity/Q1188663,https://en-word.net/id/oewn-00003553-n,"whole, unit","Colonial Colleges, List of Colonial Colleges",7,FALSE,,
http://www.wikidata.org/entity/Q1188663,https://en-word.net/id/oewn-04518297-n,university,"Colonial Colleges, List of Colonial Colleges",6,TRUE,,
http://www.wikidata.org/entity/Q1188663,https://en-word.net/id/oewn-03302664-n,establishment,"Colonial Colleges, List of Colonial Colleges",6,FALSE,,
http://www.wikidata.org/entity/Q20181813,https://en-word.net/id/oewn-08648560-n,region,colonial power,7,FALSE,,
http://www.wikidata.org/entity/Q20181813,https://en-word.net/id/oewn-00027365-n,location,colonial power,7,FALSE,,
http://www.wikidata.org/entity/Q20181813,https://en-word.net/id/oewn-08562388-n,"country, state, land",colonial power,6,TRUE,,
http://www.wikidata.org/entity/Q20181813,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",colonial power,6,FALSE,,
http://www.wikidata.org/entity/Q20181813,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",colonial power,6,FALSE,,
http://www.wikidata.org/entity/Q20181813,https://en-word.net/id/oewn-08714745-n,"European country, European nation",colonial power,5,FALSE,,
http://www.wikidata.org/entity/Q133156,https://en-word.net/id/oewn-08648560-n,region,"colony, colonial country",13,TRUE,,
http://www.wikidata.org/entity/Q133156,https://en-word.net/id/oewn-00027365-n,location,"colony, colonial country",13,FALSE,,
http://www.wikidata.org/entity/Q133156,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","colony, colonial country",8,FALSE,,
http://www.wikidata.org/entity/Q133156,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","colony, colonial country",5,FALSE,,
http://www.wikidata.org/entity/Q133156,https://en-word.net/id/oewn-09070916-n,"colony, British colony in the Americas","colony, colonial country",5,FALSE,,
http://www.wikidata.org/entity/Q1114461,https://en-word.net/id/oewn-09506868-n,"imaginary being, imaginary creature","comics character, comic character, comics characters",11,TRUE,,
http://www.wikidata.org/entity/Q1114461,https://en-word.net/id/oewn-05633248-n,"imagination, imaginativeness, vision","comics character, comic character, comics characters",11,FALSE,,
http://www.wikidata.org/entity/Q1114461,https://en-word.net/id/oewn-05632483-n,"creativity, creativeness, creative thinking","comics character, comic character, comics characters",11,FALSE,,
http://www.wikidata.org/entity/Q1114461,https://en-word.net/id/oewn-05624029-n,"ability, power","comics character, comic character, comics characters",11,FALSE,,
http://www.wikidata.org/entity/Q1114461,https://en-word.net/id/oewn-00023451-n,"cognition, knowledge, noesis","comics character, comic character, comics characters",11,FALSE,,
http://www.wikidata.org/entity/Q1114461,https://en-word.net/id/oewn-00023280-n,psychological feature,"comics character, comic character, comics characters",11,FALSE,,
http://www.wikidata.org/entity/Q1114461,https://en-word.net/id/oewn-09610740-n,"fictional character, fictitious character, character","comics character, comic character, comics characters",8,FALSE,,
http://www.wikidata.org/entity/Q202686,https://en-word.net/id/oewn-08562388-n,"country, state, land",Commonwealth realm,15,TRUE,,
http://www.wikidata.org/entity/Q202686,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division",Commonwealth realm,15,FALSE,,
http://www.wikidata.org/entity/Q202686,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion",Commonwealth realm,15,FALSE,,
http://www.wikidata.org/entity/Q202686,https://en-word.net/id/oewn-08648560-n,region,Commonwealth realm,15,FALSE,,
http://www.wikidata.org/entity/Q202686,https://en-word.net/id/oewn-00027365-n,location,Commonwealth realm,15,FALSE,,
http://www.wikidata.org/entity/Q2989398,https://en-word.net/id/oewn-08643858-n,municipality,"commune of Algeria, municipality of Algeria, commune in Algeria",9,TRUE,,
http://www.wikidata.org/entity/Q2989398,https://en-word.net/id/oewn-08693705-n,"urban area, populated area","commune of Algeria, municipality of Algeria, commune in Algeria",9,FALSE,,
http://www.wikidata.org/entity/Q2989398,https://en-word.net/id/oewn-08508836-n,"administrative district, administrative division, territorial division","commune of Algeria, municipality of Algeria, commune in Algeria",9,FALSE,,
http://www.wikidata.org/entity/Q2989398,https://en-word.net/id/oewn-08591861-n,"geographical area, geographic area, geographical region, geographic region","commune of Algeria, municipality of Algeria, commune in Algeria",9,FALSE,,
http://www.wikidata.org/entity/Q2989398,https://en-word.net/id/oewn-08569713-n,"district, territory, territorial dominion, dominion","commune of Algeria, municipality of Algeria, commune in Algeria",9,FALSE,,
http://www.wikidata.org/entity/Q2989398,https://en-word.net/id/oewn-08648560-n,region,"commune of Algeria, municipality of Algeria, commune in Algeria",9,FALSE,,
