Taxon,Name,Definition,OEWN,Taxon,Name,Definition,Wikidata QID,Type,Accept,Notes
order,Heliozoa,mostly freshwater protozoa,https://en-word.net/id/oewn-01393268-n,genus,Heliozona,genus of insects,https://www.wikidata.org/entity/Q5706152,Similar,FALSE,
order,Radiolaria,marine protozoa,https://en-word.net/id/oewn-01393540-n,phylum,Radiolaria,phylum of protists,https://www.wikidata.org/entity/Q107920,Similar,TRUE,
family,Endamoebidae,a large family of endoparasitic amebas that invade the digestive tract,https://en-word.net/id/oewn-01394574-n,family,Entamoebidae,family of protozoans,https://www.wikidata.org/entity/Q113942,Similar,TRUE,
order,Foraminifera,foraminifers,https://en-word.net/id/oewn-01395484-n,phylum,Foraminifera,phylum of amoeboid protists,https://www.wikidata.org/entity/Q107027,Similar,TRUE,
order,Foraminifera,foraminifers,https://en-word.net/id/oewn-01395484-n,genus,Foraminigera,,https://www.wikidata.org/entity/Q107290336,Similar,FALSE,
class,Ciliata,class of protozoa having cilia or hairlike appendages on part or all of the surface during some part of the life cycle,https://en-word.net/id/oewn-01397542-n,genus,Ciliata,genus of fishes,https://www.wikidata.org/entity/Q867355,Similar,FALSE,
class,Ciliata,class of protozoa having cilia or hairlike appendages on part or all of the surface during some part of the life cycle,https://en-word.net/id/oewn-01397542-n,class,Ciliatea,class of ciliate protists (Ciliophora),https://www.wikidata.org/entity/Q27212391,Similar,TRUE,
class,Ciliophora,class of protozoa having cilia or hairlike appendages on part or all of the surface during some part of the life cycle,https://en-word.net/id/oewn-01397542-n,genus,Ciliochora,genus of fungi,https://www.wikidata.org/entity/Q10452904,Similar,FALSE,
class,Ciliophora,class of protozoa having cilia or hairlike appendages on part or all of the surface during some part of the life cycle,https://en-word.net/id/oewn-01397542-n,phylum,Ciliophora,phylum of protozoans,https://www.wikidata.org/entity/Q106345,Similar,FALSE,
class,Ciliophora,class of protozoa having cilia or hairlike appendages on part or all of the surface during some part of the life cycle,https://en-word.net/id/oewn-01397542-n,genus,Kiliophora,genus of fungi,https://www.wikidata.org/entity/Q10545391,Similar,FALSE,
family,Tribonemaceae,simple filamentous freshwater yellow-green algae,https://en-word.net/id/oewn-01404158-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q18674107
class,Cyclosporeae,in more recent classifications superseded by the order Fucales,https://en-word.net/id/oewn-01406609-n,,,,,No match,FALSE,no match
family,Peridiniidae,marine and freshwater dinoflagellates,https://en-word.net/id/oewn-01420448-n,family,Pteridiniidae,,https://www.wikidata.org/entity/Q15241090,Similar,TRUE,
order,Polymastigina,small usually parasitic flagellates,https://en-word.net/id/oewn-01421723-n,subtribe,Polymastigina,,https://www.wikidata.org/entity/Q55706286,Similar,TRUE,
phylum,Cryptophyta,a phylum in the kingdom Protoctista,https://en-word.net/id/oewn-01423653-n,genus,Cryptophyra,genus,https://www.wikidata.org/entity/Q129553307,Similar,FALSE,https://www.wikidata.org/wiki/Q18668642
phylum,Cryptophyta,a phylum in the kingdom Protoctista,https://en-word.net/id/oewn-01423653-n,genus,Cryptophysa,genus of plants,https://www.wikidata.org/entity/Q5792623,Similar,FALSE,
order,Coccidia,"a subclass of microscopic, spore-forming, single-celled obligate intracellular parasites belonging to the apicomplexan class Conoidasida (Coccidia)",https://en-word.net/id/oewn-01425476-n,genus,Coccinia,genus of plants,https://www.wikidata.org/entity/Q309500,Similar,FALSE,
order,Coccidia,"a subclass of microscopic, spore-forming, single-celled obligate intracellular parasites belonging to the apicomplexan class Conoidasida (Coccidia)",https://en-word.net/id/oewn-01425476-n,class,Coccidea,,https://www.wikidata.org/entity/Q5775821,Similar,FALSE,
order,Coccidia,"a subclass of microscopic, spore-forming, single-celled obligate intracellular parasites belonging to the apicomplexan class Conoidasida (Coccidia)",https://en-word.net/id/oewn-01425476-n,subclass,Coccidia,subclass of protists,https://www.wikidata.org/entity/Q1147204,Similar,TRUE,
order,Gregarinida,an order in the subclass Telosporidia containing the gregarines (Gregarinida),https://en-word.net/id/oewn-01426105-n,family,Gregarinidae,family of protists,https://www.wikidata.org/entity/Q18692916,Similar,TRUE,
order,Gregarinida,an order in the subclass Telosporidia containing the gregarines (Gregarinida),https://en-word.net/id/oewn-01426105-n,genus,Gregarinidra,genus of bryozoans,https://www.wikidata.org/entity/Q6579193,Similar,FALSE,
order,Sarcosporidia,imperfectly known parasites of the muscles of vertebrates,https://en-word.net/id/oewn-01428624-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q3178497
order,Haplosporidia,an order in the subclass Acnidosporidia,https://en-word.net/id/oewn-01429107-n,phylum,Haplosporidia,,https://www.wikidata.org/entity/Q137449,Similar,TRUE,
order,Haplosporidia,an order in the subclass Acnidosporidia,https://en-word.net/id/oewn-01429107-n,order,Haplosporida,order of Rhizaria,https://www.wikidata.org/entity/Q21446182,Similar,FALSE,
order,Mycrosporidia,an order in the subclass Cnidosporidia,https://en-word.net/id/oewn-01429882-n,phylum,Microsporidia,division of fungi,https://www.wikidata.org/entity/Q132652,Similar,TRUE,
order,Myxosporidia,"an order in the subclass Cnidosporidia, characterized by complex spores having at least one infective amoeboid sporoplasm and one or more polar capsules containing coiled, extrusible filaments (Myxosporidia)",https://en-word.net/id/oewn-01430188-n,order,Myxosporida,order of cnidarians,https://www.wikidata.org/entity/Q3694990,Similar,TRUE,
order,Myxosporidia,"an order in the subclass Cnidosporidia, characterized by complex spores having at least one infective amoeboid sporoplasm and one or more polar capsules containing coiled, extrusible filaments (Myxosporidia)",https://en-word.net/id/oewn-01430188-n,phylum,Myxosporidia,,https://www.wikidata.org/entity/Q12772144,Similar,FALSE,
order,Ostariophysi,in some classifications considered a superorder comprising the Cypriniformes and the Siluriformes,https://en-word.net/id/oewn-01431813-n,,,,,No match,FALSE,no match
genus,Maxostoma,a genus of fish in the family Catostomidae,https://en-word.net/id/oewn-01448639-n,genus,Myxostoma,genus of gastropods,https://www.wikidata.org/entity/Q28431151,Similar,FALSE,
genus,Maxostoma,a genus of fish in the family Catostomidae,https://en-word.net/id/oewn-01448639-n,genus,Moxostoma,genus of fishes,https://www.wikidata.org/entity/Q2707493,Similar,TRUE,
genus,Xyphophorus,swordtails,https://en-word.net/id/oewn-01450806-n,genus,Xiphophorus,genus of fishes,https://www.wikidata.org/entity/Q132098,Similar,TRUE,
genus,Lebistes,guppies,https://en-word.net/id/oewn-01451137-n,genus,Leistes,genus of birds,https://www.wikidata.org/entity/Q21953133,Similar,FALSE,https://www.wikidata.org/wiki/Q310951
order,Berycomorphi,an order of spiny-finned fish in the superorder Acanthopterygii,https://en-word.net/id/oewn-01452722-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q749596
genus,Krypterophaneron,a genus of fish in the family Anomalopidae,https://en-word.net/id/oewn-01454692-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q2489985
order,Zeomorphi,dories,https://en-word.net/id/oewn-01455137-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q768334
order,Solenichthyes,"bellows fishes, shrimpfishes, cornetfishes, pipefishes; small order of chiefly tropical marine fishes of varied and bizarre form all having a small mouth at the end of a drawn-out tubular snout",https://en-word.net/id/oewn-01456493-n,genus,Solenichthys,,https://www.wikidata.org/entity/Q107272272,Similar,FALSE,https://www.wikidata.org/wiki/Q14364531
family,Macrorhamphosidae,bellows fishes,https://en-word.net/id/oewn-01459580-n,family,Macroramphosidae,family of fishes,https://www.wikidata.org/entity/Q10672751,Similar,TRUE,
class,Ascidiaceae,sometimes classified as an order: sea squirts,https://en-word.net/id/oewn-01471173-n,class,Ascidiacea,class of marine invertebrate filter feeders,https://www.wikidata.org/entity/Q190090,Similar,TRUE,
class,Ascidiaceae,sometimes classified as an order: sea squirts,https://en-word.net/id/oewn-01471173-n,family,Aspidiaceae,family of plants,https://www.wikidata.org/entity/Q51793949,Similar,FALSE,
order,Ostracodermi,extinct group of armored jawless vertebrates; taxonomy is not clear,https://en-word.net/id/oewn-01477282-n,class,Ostracodermi,class of fishes,https://www.wikidata.org/entity/Q74083,Similar,TRUE,
order,Ostracodermi,extinct group of armored jawless vertebrates; taxonomy is not clear,https://en-word.net/id/oewn-01477282-n,genus,Ostracoderma,genus of fungi,https://www.wikidata.org/entity/Q10613169,Similar,FALSE,
order,Anaspida,extinct order of jawless vertebrates,https://en-word.net/id/oewn-01478435-n,genus,Anasida,genus of insects,https://www.wikidata.org/entity/Q21218001,Similar,FALSE,
order,Anaspida,extinct order of jawless vertebrates,https://en-word.net/id/oewn-01478435-n,order,Anaspidea,suborder of molluscs,https://www.wikidata.org/entity/Q82982,Similar,FALSE,https://www.wikidata.org/wiki/Q132837
order,Cyclostomata,primitive jawless aquatic vertebrate: lampreys; hagfishes,https://en-word.net/id/oewn-01479470-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q150893
genus,Alopius,type genus of the family Alopiidae; in some classifications considered a genus of the family Lamnidae,https://en-word.net/id/oewn-01488442-n,genus,Alopias,genus of fishes,https://www.wikidata.org/entity/Q627902,Similar,TRUE,
genus,Alopius,type genus of the family Alopiidae; in some classifications considered a genus of the family Lamnidae,https://en-word.net/id/oewn-01488442-n,genus,Alophus,genus of insects,https://www.wikidata.org/entity/Q14923249,Similar,FALSE,
genus,Alopius,type genus of the family Alopiidae; in some classifications considered a genus of the family Lamnidae,https://en-word.net/id/oewn-01488442-n,genus,Dalopius,genus of insects,https://www.wikidata.org/entity/Q1942077,Similar,FALSE,
genus,Ibero-mesornis,a genus of fossil bird of the subclass Archaeornithes,https://en-word.net/id/oewn-01519519-n,genus,Iberomesornis,genus of birds (fossil),https://www.wikidata.org/entity/Q19622300,Similar,TRUE,
genus,Archaeornis,a genus of fossil bird,https://en-word.net/id/oewn-01519906-n,,,,,No match,FALSE,no match
family,Casuaridae,a family of large ostrich-like birds including cassowaries,https://en-word.net/id/oewn-01521869-n,family,Casuariidae,monotypic family of birds,https://www.wikidata.org/entity/Q756871,Similar,TRUE,
order,Aepyorniformes,huge extinct flightless birds: elephant birds,https://en-word.net/id/oewn-01524621-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q3605955
family,Aepyornidae,coextensive with the order Aepyorniformes,https://en-word.net/id/oewn-01524788-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q214508
order,Insessores,a bird with feet adapted for perching (as on tree branches); this order is now generally abandoned by taxonomists,https://en-word.net/id/oewn-01526297-n,,,,,No match,FALSE,no match
genus,Richmondena,cardinals,https://en-word.net/id/oewn-01543902-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q858444
genus,Pyrrhuloxia,large showy finches related to cardinals,https://en-word.net/id/oewn-01544259-n,,,,,No match,FALSE,no match
genus,Chlorura,towhees,https://en-word.net/id/oewn-01544957-n,,,,,No match,FALSE,no match
genus,Ptloris,a genus of Paradisaeidae,https://en-word.net/id/oewn-01573938-n,genus,Ptiloris,genus of birds,https://www.wikidata.org/entity/Q1080561,Similar,TRUE,
genus,Iridoprocne,a genus of Hirundinidae,https://en-word.net/id/oewn-01597971-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q261763
order,Raptores,term used in former classifications; erroneously grouped together birds of the orders Falconiformes and Strigiformes,https://en-word.net/id/oewn-01606764-n,genus,Raptorex,genus of reptiles (fossil),https://www.wikidata.org/entity/Q131717,Similar,FALSE,no match
family,Aegypiidae,in some classifications considered the family comprising the Old World vultures which are more often included in the family Accipitridae,https://en-word.net/id/oewn-01619192-n,subfamily,Aegypiinae,subfamily of birds (see Q446728 for Old World vultures),https://www.wikidata.org/entity/Q13428438,Similar,TRUE,
genus,Sarcorhamphus,usually containing only the king vulture,https://en-word.net/id/oewn-01623216-n,genus,Sarcoramphus,genus of birds,https://www.wikidata.org/entity/Q15734727,Similar,TRUE,
genus,Megalobatrachus,giant salamanders; in some classifications included in the genus Cryptobranchus,https://en-word.net/id/oewn-01636219-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q922164
genus,Desmograthus,an amphibian genus of Plethodontidae,https://en-word.net/id/oewn-01639316-n,genus,Desmognathus,genus of amphibians,https://www.wikidata.org/entity/Q2698057,Similar,TRUE,
genus,Hylactophryne,barking frogs,https://en-word.net/id/oewn-01646015-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q2101311
family,Polypedatidae,Old World tree frogs,https://en-word.net/id/oewn-01646745-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q56065
family,Xenopodidae,in some classifications the family of the genus Xenopus which is otherwise included in the family Pipidae,https://en-word.net/id/oewn-01656886-n,subfamily,Xenopodinae,subfamily of amphibians,https://www.wikidata.org/entity/Q33141532,Similar,TRUE,
order,Stereospondyli,formerly a suborder of Stegocephalia; amphibia having vertebrae whose component elements are fused into a single piece,https://en-word.net/id/oewn-01658719-n,suborder,Stereospondyli,suborder of amphibians (fossil),https://www.wikidata.org/entity/Q3495411,Similar,TRUE,
order,Stegocephalia,in former classifications a division of class Amphibia comprising all pre-Jurassic and some later extinct large salamandriform amphibia,https://en-word.net/id/oewn-01658981-n,genus,Stegocephalina,genus of crustaceans,https://www.wikidata.org/entity/Q18595307,Similar,TRUE,
genus,Xerobates,possible new genus for desert and Texas tortoises based on recent research,https://en-word.net/id/oewn-01673953-n,genus,Merobates,genus of insects,https://www.wikidata.org/entity/Q18107580,Similar,FALSE,no match
genus,Xerobates,possible new genus for desert and Texas tortoises based on recent research,https://en-word.net/id/oewn-01673953-n,genus,Cerobates,genus of insects,https://www.wikidata.org/entity/Q14926876,Similar,FALSE,no match
genus,Xerobates,possible new genus for desert and Texas tortoises based on recent research,https://en-word.net/id/oewn-01673953-n,genus,Xenobates,genus of insects,https://www.wikidata.org/entity/Q89032534,Similar,FALSE,no match
order,Loricata,former name for the order Crocodylia,https://en-word.net/id/oewn-01699166-n,,,,,No match,FALSE,no match
